frame,id,class,score,left,top,right,bottom,metric_status
63,2,car,0.672234833240509,1066,186,1159,221,TP
63,3,pedestrian,0.7773166298866272,335,160,373,258,TP
63,5,pedestrian,0.7028234004974365,377,161,410,255,TP
63,6,car,0.6577383279800415,1130,187,1197,222,FP
63,7,pedestrian,0.8287397623062134,478,160,519,263,TP
63,8,car,0.6312578320503235,971,184,1060,220,TP
63,11,pedestrian,0.30795372860274706,824,174,869,291,FP
63,15,pedestrian,0.30749982336696197,-9566,4853,-9479,5030,FP
63,17,pedestrian,0.7863733768463135,524,165,560,257,TP
63,18,pedestrian,0.7893673181533813,413,170,446,253,TP
63,20,pedestrian,0.43948770403537474,1466,212,1522,364,FP
63,24,pedestrian,0.45256638950168027,699,61,788,225,FP
63,25,pedestrian,0.562743298507362,1300,172,1381,349,FP
63,28,pedestrian,0.6910087306355203,915,153,971,318,FP
63,29,pedestrian,0.90777587890625,1039,159,1140,339,TP
63,30,pedestrian,0.654555082321167,309,157,334,244,TP
64,2,car,0.6587901365756988,1066,186,1159,221,TP
64,3,pedestrian,0.8072943687438965,339,160,379,259,TP
64,5,pedestrian,0.7180755734443665,383,162,416,257,TP
64,6,car,0.6708523035049438,1130,187,1197,223,FP
64,7,pedestrian,0.8234335780143738,484,160,526,264,TP
64,8,car,0.6134933829307556,968,185,1060,220,TP
64,11,pedestrian,0.3017946540306921,830,175,875,292,FP
64,15,pedestrian,0.3013498268996227,-9747,4941,-9660,5118,FP
64,17,pedestrian,0.7956992983818054,529,165,565,258,TP
64,18,pedestrian,0.7803283929824829,417,170,449,254,TP
64,20,pedestrian,0.43069794995466726,1479,214,1535,365,FP
64,24,pedestrian,0.4435150617116467,689,58,778,222,FP
64,25,pedestrian,0.5514884325372148,1308,173,1389,350,FP
64,28,pedestrian,0.6771885560228098,915,153,971,318,FP
64,29,pedestrian,0.8844127655029297,1054,160,1157,342,TP
64,30,pedestrian,0.47688236832618713,313,158,335,245,TP
65,2,car,0.6456143338441849,1067,186,1159,221,TP
65,3,pedestrian,0.7977064251899719,342,161,383,260,TP
65,5,pedestrian,0.7187231779098511,389,163,422,258,TP
65,6,car,0.5533279180526733,1130,187,1197,223,FP
65,7,pedestrian,0.8329778909683228,490,161,534,265,TP
65,8,car,0.6148064732551575,966,185,1060,220,TP
65,17,pedestrian,0.8014934659004211,534,165,571,259,TP
65,18,pedestrian,0.7389429807662964,422,170,454,254,TP
65,20,pedestrian,0.4220839909555739,1492,215,1547,367,FP
65,24,pedestrian,0.43464476047741374,680,56,769,219,FP
65,25,pedestrian,0.5404586638864705,1316,173,1397,351,FP
65,28,pedestrian,0.6636447849023536,915,153,971,318,FP
65,29,pedestrian,0.8642005324363708,1073,159,1172,344,TP
65,30,pedestrian,0.4829316735267639,315,159,338,245,TP
66,2,car,0.6327020471673012,1068,186,1160,221,TP
66,3,pedestrian,0.7839279174804688,346,161,387,261,TP
66,5,pedestrian,0.7169862985610962,395,163,427,259,TP
66,6,car,0.5422613596916198,1130,187,1197,223,FP
66,7,pedestrian,0.8439399600028992,496,161,542,266,TP
66,8,car,0.6131638288497925,964,185,1060,220,TP
66,17,pedestrian,0.8356379866600037,537,166,576,260,TP
66,18,pedestrian,0.751286506652832,428,169,460,254,TP
66,20,pedestrian,0.41364231113646244,1505,217,1560,368,FP
66,24,pedestrian,0.42595186526786544,671,53,760,216,FP
66,25,pedestrian,0.529649490608741,1324,174,1405,351,FP
66,28,pedestrian,0.6503718892043064,916,153,971,318,FP
66,29,pedestrian,0.3687753975391388,1091,162,1189,346,TP
66,30,pedestrian,0.4904162883758545,315,159,339,245,TP
67,2,car,0.7400463819503784,1057,186,1149,221,TP
67,3,pedestrian,0.7705613374710083,352,160,392,262,TP
67,5,pedestrian,0.6920480132102966,400,164,432,259,TP
67,6,car,0.5314161324977874,1129,187,1197,223,FP
67,7,pedestrian,0.8487518429756165,501,161,548,267,TP
67,8,car,0.6916242837905884,963,185,1061,220,TP
67,17,pedestrian,0.8227213025093079,540,166,580,261,TP
67,18,pedestrian,0.7952818274497986,434,169,466,255,TP
67,20,pedestrian,0.40536946491373316,1518,219,1573,370,FP
67,24,pedestrian,0.41743282796250814,662,50,751,213,FP
67,25,pedestrian,0.5190565007965662,1331,175,1412,352,FP
67,28,pedestrian,0.6373644514202202,916,152,971,318,FP
67,29,pedestrian,0.8909929990768433,1113,162,1215,348,TP
67,30,pedestrian,0.3842867314815521,314,159,338,244,TP
67,31,pedestrian,0.727105438709259,326,161,357,249,TP
68,2,car,0.7729070782661438,1056,186,1150,221,TP
68,3,pedestrian,0.742077112197876,357,159,398,262,TP
68,5,pedestrian,0.7239113450050354,405,164,437,260,TP
68,6,car,0.5207878098478317,1129,187,1197,223,FP
68,7,pedestrian,0.8192681670188904,507,159,552,266,TP
68,8,car,0.7075660824775696,963,185,1061,220,TP
68,17,pedestrian,0.8220316767692566,548,166,588,261,TP
68,18,pedestrian,0.7995194792747498,438,170,472,256,TP
68,20,pedestrian,0.3972620756154585,1530,220,1586,372,FP
68,24,pedestrian,0.409084171403258,652,47,741,210,FP
68,25,pedestrian,0.5086753707806349,1339,175,1420,352,FP
68,28,pedestrian,0.6246171623918159,916,152,972,318,FP
68,29,pedestrian,0.9161205291748047,1127,163,1231,352,FP
68,30,pedestrian,0.37660099685192105,314,159,337,244,FP
68,31,pedestrian,0.7495608329772949,328,160,361,250,TP
68,32,pedestrian,0.6620845794677734,195,154,211,197,TP
69,2,car,0.7819511890411377,1054,186,1149,221,TP
69,3,pedestrian,0.7222961187362671,363,160,404,263,TP
69,5,pedestrian,0.7911587357521057,410,164,443,261,TP
69,6,car,0.6901099681854248,1128,187,1192,223,FP
69,7,pedestrian,0.777296781539917,513,159,557,267,TP
69,8,car,0.6685093641281128,962,185,1061,220,TP
69,17,pedestrian,0.8393561840057373,557,165,597,262,TP
69,18,pedestrian,0.7339819073677063,444,170,478,257,TP
69,20,pedestrian,0.3893168341031493,1543,222,1599,373,FP
69,24,pedestrian,0.4009024879751928,643,44,732,207,FP
69,25,pedestrian,0.49850186336502217,1347,176,1428,353,FP
69,28,pedestrian,0.6121248191439795,916,152,972,318,FP
69,29,pedestrian,0.8977981185913085,1153,166,1257,356,FP
69,30,pedestrian,0.3690689769148826,313,159,337,244,FP
69,31,pedestrian,0.6905438899993896,328,161,362,250,TP
69,32,pedestrian,0.6235767602920532,195,153,211,196,TP
70,2,car,0.7894584536552429,1054,185,1150,221,TP
70,3,pedestrian,0.754429042339325,367,160,409,264,TP
70,5,pedestrian,0.7242472767829895,414,164,447,261,TP
70,6,car,0.7322238087654114,1130,187,1195,223,FP
70,7,pedestrian,0.8434666395187378,519,160,563,268,TP
70,8,car,0.702329158782959,962,185,1062,220,TP
70,17,pedestrian,0.812622606754303,564,165,606,263,TP
70,18,pedestrian,0.7606254816055298,450,169,482,257,TP
70,20,pedestrian,0.38153049742108636,1556,223,1612,375,FP
70,24,pedestrian,0.3928844382156889,634,41,723,204,FP
70,25,pedestrian,0.4885318260977217,1355,176,1436,354,FP
70,28,pedestrian,0.5998823227611,916,152,972,318,FP
70,29,pedestrian,0.8798421562194824,1178,169,1282,359,FP
70,30,pedestrian,0.36168759737658496,313,159,336,244,FP
70,31,pedestrian,0.6047344207763672,328,161,361,251,TP
70,32,pedestrian,0.6066980361938477,194,154,210,196,TP
71,2,car,0.7875232696533203,1053,186,1150,221,TP
71,3,pedestrian,0.63680499792099,372,161,413,266,TP
71,5,pedestrian,0.7125802040100098,418,165,451,263,TP
71,6,car,0.7424609065055847,1130,187,1196,223,FP
71,7,pedestrian,0.8349705934524536,523,161,570,269,TP
71,8,car,0.662140429019928,961,185,1062,221,TP
71,17,pedestrian,0.823290228843689,570,165,614,264,TP
71,18,pedestrian,0.7955461740493774,455,170,488,258,TP
71,20,pedestrian,0.3738998874726646,1569,225,1625,376,FP
71,24,pedestrian,0.3850267494513751,625,38,714,201,FP
71,25,pedestrian,0.4787611895757673,1363,177,1443,354,FP
71,28,pedestrian,0.5878846763058779,916,152,972,318,FP
71,29,pedestrian,0.8622453130950927,1203,173,1307,363,FP
71,30,pedestrian,0.3544538454290532,312,159,336,244,FP
71,31,pedestrian,0.4327412247657776,329,160,359,250,TP
71,32,pedestrian,0.5695382952690125,194,154,209,196,TP
72,2,car,0.7878521084785461,1053,185,1150,221,TP
72,3,pedestrian,0.7042223215103149,377,161,417,266,TP
72,5,pedestrian,0.7037504315376282,424,164,457,263,TP
72,6,car,0.7268902063369751,1131,186,1197,223,FP
72,7,pedestrian,0.816202700138092,527,161,574,271,TP
72,8,car,0.6528052091598511,961,185,1062,221,TP
72,17,pedestrian,0.8024494051933289,575,165,621,265,TP
72,18,pedestrian,0.8075089454650879,460,170,495,258,TP
72,20,pedestrian,0.3664218897232113,1582,226,1638,378,FP
72,24,pedestrian,0.3773262144623476,615,35,704,199,FP
72,25,pedestrian,0.4691859657842519,1370,178,1451,355,FP
72,28,pedestrian,0.5761269827797604,916,152,972,318,FP
72,29,pedestrian,0.8450004068331908,1228,176,1332,366,FP
72,30,pedestrian,0.34736476852047216,312,159,335,244,FP
72,31,pedestrian,0.7004019618034363,332,161,363,251,TP
72,32,pedestrian,0.6256768107414246,193,154,209,197,TP
73,2,car,0.7826532125473022,1053,185,1151,221,TP
73,3,pedestrian,0.7550351619720459,382,160,421,267,TP
73,5,pedestrian,0.7058996558189392,430,165,463,264,TP
73,6,car,0.7148674726486206,1131,186,1197,223,FP
73,7,pedestrian,0.7942541837692261,533,160,580,271,TP
73,8,car,0.6426571011543274,961,184,1063,221,TP
73,17,pedestrian,0.7964878678321838,582,164,626,265,TP
73,18,pedestrian,0.8096721172332764,465,171,501,259,TP
73,20,pedestrian,0.3590934519287471,1595,228,1650,379,FP
73,24,pedestrian,0.36977969017310064,606,32,695,196,FP
73,25,pedestrian,0.4598022464685669,1378,178,1459,355,FP
73,28,pedestrian,0.5646044431241651,916,152,972,318,FP
73,29,pedestrian,0.828100398696527,1253,180,1358,370,FP
73,30,pedestrian,0.3404174731500627,311,159,335,244,FP
73,31,pedestrian,0.7682914733886719,335,161,368,252,TP
73,32,pedestrian,0.6414440274238586,193,154,209,197,TP
73,34,pedestrian,0.6863098740577698,260,152,278,198,TP
73,35,pedestrian,0.6788626313209534,522,162,538,208,TP
74,2,car,0.7856781482696533,1053,185,1151,221,TP
74,3,pedestrian,0.7998047471046448,386,160,426,268,TP
74,5,pedestrian,0.7899671792984009,435,165,470,265,TP
74,6,car,0.7364686131477356,1131,186,1197,223,FP
74,7,pedestrian,0.7981453537940979,542,159,587,271,TP
74,8,car,0.7082176208496094,961,184,1063,221,TP
74,17,pedestrian,0.8120698928833008,588,164,630,266,TP
74,18,pedestrian,0.7707663774490356,469,171,506,260,TP
74,20,pedestrian,0.35191158289017216,1608,229,1663,381,FP
74,24,pedestrian,0.36238409636963864,597,29,686,193,FP
74,25,pedestrian,0.4506062015391955,1386,179,1467,356,FP
74,28,pedestrian,0.5533123542616818,916,152,972,318,FP
74,29,pedestrian,0.8115383907225964,1279,183,1383,373,FP
74,30,pedestrian,0.33360912368706147,311,159,334,244,FP
74,31,pedestrian,0.6107800006866455,337,161,371,253,TP
74,32,pedestrian,0.6688506007194519,193,155,209,197,TP
74,34,pedestrian,0.670894980430603,258,152,276,198,TP
74,35,pedestrian,0.6293869018554688,524,162,541,208,TP
75,2,car,0.783734917640686,1053,185,1151,221,TP
75,3,pedestrian,0.7910809516906738,393,162,436,270,TP
75,5,pedestrian,0.8003621697425842,440,166,475,266,TP
75,6,car,0.7389456033706665,1131,187,1197,223,FP
75,7,pedestrian,0.8152037262916565,551,159,596,273,TP
75,8,car,0.6803964376449585,961,184,1063,221,TP
75,17,pedestrian,0.7717318534851074,593,164,637,266,TP
75,18,pedestrian,0.7830498814582825,477,171,512,261,TP
75,20,pedestrian,0.34487335123236873,1621,231,1676,383,FP
75,24,pedestrian,0.35513641444224586,588,26,677,190,FP
75,25,pedestrian,0.44159407750841156,1394,179,1475,357,FP
75,28,pedestrian,0.5422461071764482,916,152,972,318,FP
75,29,pedestrian,0.7953076229081444,1304,187,1408,377,FP
75,30,pedestrian,0.32693694121332023,310,159,334,244,FP
75,31,pedestrian,0.43173444271087646,339,161,371,253,TP
75,32,pedestrian,0.6342162489891052,192,155,209,197,TP
75,34,pedestrian,0.6394082903862,257,152,276,197,TP
75,35,pedestrian,0.5634806156158447,526,161,543,207,TP
76,2,car,0.7907724976539612,1052,185,1151,221,TP
76,3,pedestrian,0.832356333732605,396,161,442,271,TP
76,5,pedestrian,0.7822450399398804,445,166,480,267,TP
76,6,car,0.7340989708900452,1131,187,1197,223,FP
76,7,pedestrian,0.8230836987495422,559,159,607,274,TP
76,8,car,0.6627456545829773,960,184,1063,221,TP
76,17,pedestrian,0.8271481990814209,598,164,644,267,TP
76,18,pedestrian,0.8012157678604126,484,170,520,261,TP
76,20,pedestrian,0.33797588420772134,1634,233,1689,384,FP
76,24,pedestrian,0.3480336861534009,578,23,667,187,FP
76,25,pedestrian,0.43276219595824333,1402,180,1482,357,FP
76,28,pedestrian,0.5314011850329192,916,152,972,318,FP
76,29,pedestrian,0.7794014704499815,1329,190,1433,380,FP
76,30,pedestrian,0.3203982023890538,310,159,334,244,FP
76,31,pedestrian,0.4616847634315491,340,160,372,252,TP
76,32,pedestrian,0.5837481617927551,192,155,208,197,TP
76,34,pedestrian,0.6519142985343933,256,152,275,197,TP
76,35,pedestrian,0.5239167809486389,529,161,546,207,FP
77,2,car,0.7899945974349976,1052,185,1151,221,TP
77,3,pedestrian,0.7762113213539124,400,161,448,271,TP
77,5,pedestrian,0.728118896484375,451,166,485,267,TP
77,6,car,0.7276216745376587,1131,187,1197,223,FP
77,7,pedestrian,0.8302706480026245,566,160,617,276,TP
77,8,car,0.6810572743415833,960,184,1063,221,TP
77,17,pedestrian,0.7826705574989319,602,164,648,267,TP
77,18,pedestrian,0.8074746131896973,491,171,527,262,TP
77,20,pedestrian,0.3312163665235669,1646,234,1702,386,FP
77,24,pedestrian,0.3410730124303329,569,20,658,184,FP
77,25,pedestrian,0.42410695203907844,1409,181,1490,358,FP
77,28,pedestrian,0.5207731613322608,917,152,972,318,FP
77,29,pedestrian,0.7638134410409819,1354,193,1458,383,FP
77,30,pedestrian,0.3139902383412727,309,159,333,244,FP
77,31,pedestrian,0.4524510681629181,341,161,372,252,FP
77,32,pedestrian,0.5767819285392761,192,155,208,197,TP
77,34,pedestrian,0.6062414646148682,256,153,274,197,TP
77,35,pedestrian,0.4075276255607605,531,161,548,207,FP
78,2,car,0.7842057347297668,1053,185,1152,221,TP
78,3,pedestrian,0.788494884967804,407,160,454,272,TP
78,5,pedestrian,0.6935696005821228,458,167,492,268,TP
78,6,car,0.7328512072563171,1131,187,1197,223,FP
78,7,pedestrian,0.7854883074760437,574,160,626,277,TP
78,8,car,0.7114920616149902,960,184,1063,221,TP
78,17,pedestrian,0.7587249279022217,609,163,653,268,TP
78,18,pedestrian,0.8001848459243774,496,170,533,263,TP
78,20,pedestrian,0.32459203919309554,1659,236,1715,387,FP
78,24,pedestrian,0.33425155218172625,560,17,649,181,FP
78,28,pedestrian,0.5103576981056156,917,152,973,318,FP
78,29,pedestrian,0.7485371722201623,1379,197,1484,387,FP
78,30,pedestrian,0.3077104335744473,309,159,333,244,FP
78,31,pedestrian,0.4434020467996597,341,161,373,252,FP
78,32,pedestrian,0.5498751401901245,192,155,208,197,TP
78,34,pedestrian,0.48341062664985657,256,153,274,197,TP
78,35,pedestrian,0.4103248119354248,534,161,552,208,FP
78,36,pedestrian,0.6836415529251099,359,161,395,257,TP
78,37,pedestrian,0.6781468987464905,391,162,418,245,TP
79,2,car,0.7870895266532898,1053,185,1152,221,TP
79,3,pedestrian,0.7587573528289795,414,160,459,273,TP
79,5,pedestrian,0.797472357749939,464,168,499,268,TP
79,6,car,0.7375409603118896,1131,186,1197,223,FP
79,7,pedestrian,0.8221010565757751,582,159,631,277,TP
79,8,car,0.6723231673240662,960,184,1063,221,TP
79,17,pedestrian,0.7304319143295288,618,163,661,269,TP
79,18,pedestrian,0.8040823340415955,502,170,538,264,TP
79,20,pedestrian,0.31810019840923365,1672,237,1728,389,FP
79,24,pedestrian,0.3275665211380917,551,14,639,178,FP
79,28,pedestrian,0.5001505441435032,917,152,973,318,FP
79,29,pedestrian,0.733566428775759,1405,200,1509,390,FP
79,30,pedestrian,0.3015562249029583,308,159,332,244,FP
79,31,pedestrian,0.43453400586366653,341,161,373,253,FP
79,32,pedestrian,0.6272854208946228,192,155,208,197,TP
79,34,pedestrian,0.6359366178512573,255,152,273,197,TP
79,35,pedestrian,0.4021183156967163,536,161,554,208,FP
79,36,pedestrian,0.5841838717460632,364,161,400,257,TP
79,37,pedestrian,0.6928123831748962,394,161,421,245,TP
80,2,car,0.7889091968536377,1052,185,1152,221,TP
80,3,pedestrian,0.7722769379615784,420,159,464,274,TP
80,5,pedestrian,0.7712199091911316,467,168,504,269,FP
80,6,car,0.730281412601471,1131,186,1197,223,FP
80,7,pedestrian,0.810226559638977,589,157,638,277,TP
80,8,car,0.6790505647659302,960,184,1063,221,TP
80,17,pedestrian,0.6935741901397705,626,163,665,269,TP
80,18,pedestrian,0.7810350656509399,507,170,543,264,TP
80,20,pedestrian,0.31173819444104894,1685,239,1741,390,FP
80,24,pedestrian,0.32101519071532986,541,11,630,175,FP
80,28,pedestrian,0.49014753326063315,917,152,973,318,FP
80,29,pedestrian,0.7188951002002437,1430,204,1534,394,FP
80,31,pedestrian,0.42584332574639316,342,162,373,253,FP
80,32,pedestrian,0.6547074317932129,193,155,209,197,TP
80,34,pedestrian,0.6543071866035461,254,152,272,197,TP
80,35,pedestrian,0.39407594938278195,539,161,557,208,FP
80,36,pedestrian,0.538100004196167,365,161,404,257,TP
80,37,pedestrian,0.7353256940841675,398,160,425,245,TP
81,2,car,0.7783803343772888,1052,185,1152,221,TP
81,3,pedestrian,0.801649808883667,426,160,470,276,TP
81,5,pedestrian,0.7942588925361633,471,168,509,270,TP
81,6,car,0.7328466773033142,1131,186,1197,223,FP
81,7,pedestrian,0.8608800172805786,596,157,647,278,TP
81,8,car,0.6844662427902222,960,184,1063,221,TP
81,17,pedestrian,0.679702706336975,631,163,671,270,TP
81,18,pedestrian,0.817594051361084,513,170,550,265,TP
81,20,pedestrian,0.30550343055222795,1698,240,1753,392,FP
81,24,pedestrian,0.3145948869010233,532,8,621,172,FP
81,28,pedestrian,0.48034458259542046,917,152,973,318,FP
81,29,pedestrian,0.7045171981962388,1455,207,1559,397,FP
81,31,pedestrian,0.4173264592314653,342,162,374,254,FP
81,32,pedestrian,0.66658616065979,193,155,209,197,TP
81,34,pedestrian,0.6846933364868164,254,153,272,197,TP
81,35,pedestrian,0.3861944303951263,541,161,559,208,FP
81,36,pedestrian,0.593909740447998,368,160,406,257,TP
81,37,pedestrian,0.7628805041313171,401,160,430,245,TP
82,2,car,0.7792333364486694,1052,185,1152,221,TP
82,3,pedestrian,0.8318856954574585,431,160,475,277,TP
82,5,pedestrian,0.7826768159866333,476,167,514,271,TP
82,6,car,0.7350374460220337,1131,186,1197,223,FP
82,7,pedestrian,0.8570461869239807,601,158,653,279,TP
82,8,car,0.6833621263504028,960,184,1063,221,TP
82,17,pedestrian,0.6661086522102355,637,163,676,270,FP
82,18,pedestrian,0.812515377998352,518,170,557,265,TP
82,24,pedestrian,0.3083029891630028,523,5,612,169,FP
82,28,pedestrian,0.47073769094351203,917,152,973,317,FP
82,29,pedestrian,0.690426854232314,1480,210,1584,400,FP
82,31,pedestrian,0.40897993004683597,342,163,374,254,FP
82,32,pedestrian,0.6702465415000916,193,155,209,197,TP
82,34,pedestrian,0.6811589002609253,253,153,271,198,TP
82,35,pedestrian,0.3784705417872238,544,161,562,208,FP
82,36,pedestrian,0.3668109178543091,375,160,410,257,TP
82,37,pedestrian,0.724510908126831,404,161,434,246,TP
83,2,car,0.7905707359313965,1052,185,1152,221,TP
83,3,pedestrian,0.7575929164886475,436,160,480,278,TP
83,5,pedestrian,0.7798957228660583,482,166,520,271,TP
83,6,car,0.7269273400306702,1131,186,1198,223,FP
83,7,pedestrian,0.8420706987380981,605,157,658,279,TP
83,8,car,0.6468788385391235,960,184,1063,221,TP
83,17,pedestrian,0.6527864791660308,642,164,682,271,TP
83,18,pedestrian,0.8030804395675659,522,171,562,266,TP
83,24,pedestrian,0.30213692937974274,514,3,602,166,FP
83,28,pedestrian,0.4613229371246418,917,152,973,317,FP
83,29,pedestrian,0.6766183171476677,1505,214,1610,404,FP
83,31,pedestrian,0.40080033144589927,343,163,374,254,FP
83,32,pedestrian,0.6838871836662292,194,154,209,197,TP
83,34,pedestrian,0.6827743649482727,253,153,270,198,TP
83,35,pedestrian,0.3709011309514793,546,161,564,208,FP
83,36,pedestrian,0.766802191734314,376,161,413,258,TP
83,37,pedestrian,0.6625306606292725,407,161,438,247,TP
84,2,car,0.78232741355896,1053,185,1152,221,TP
84,3,pedestrian,0.7346903085708618,442,159,486,278,TP
84,5,pedestrian,0.7770748138427734,488,166,526,272,TP
84,6,car,0.7341285347938538,1131,186,1197,223,FP
84,7,pedestrian,0.7917439341545105,613,156,664,280,TP
84,8,car,0.7082489132881165,960,184,1063,221,TP
84,17,pedestrian,0.6397307495827103,648,164,687,271,TP
84,18,pedestrian,0.8073596358299255,527,170,567,266,TP
84,28,pedestrian,0.45209647838214895,917,152,973,317,FP
84,29,pedestrian,0.6630859508047143,1531,217,1635,407,FP
84,31,pedestrian,0.3927843248169813,343,163,375,255,FP
84,32,pedestrian,0.6670512557029724,194,154,210,197,TP
84,34,pedestrian,0.7034487724304199,251,153,269,198,TP
84,35,pedestrian,0.36348310833244973,549,161,567,208,FP
84,36,pedestrian,0.7804782390594482,379,161,417,259,TP
84,37,pedestrian,0.7144700288772583,411,161,442,247,TP
84,38,pedestrian,0.6907218098640442,285,158,304,211,TP
85,2,car,0.7855489253997803,1053,185,1152,221,TP
85,3,pedestrian,0.8015126585960388,449,159,493,279,TP
85,5,pedestrian,0.8313767313957214,493,166,533,274,TP
85,6,car,0.7390135526657104,1131,186,1197,223,FP
85,7,pedestrian,0.7759090554714203,619,156,670,281,TP
85,8,car,0.7004174590110779,960,184,1063,221,TP
85,17,pedestrian,0.626936134591056,653,164,693,271,TP
85,18,pedestrian,0.7846528887748718,535,170,574,267,TP
85,28,pedestrian,0.44305454881450596,917,152,973,317,FP
85,29,pedestrian,0.64982423178862,1556,221,1660,411,FP
85,31,pedestrian,0.38492863832064167,343,164,375,255,FP
85,32,pedestrian,0.7004269361495972,194,154,210,197,TP
85,34,pedestrian,0.6772028803825378,251,153,269,198,TP
85,35,pedestrian,0.35621344616580075,551,161,569,208,FP
85,36,pedestrian,0.47723206877708435,383,160,420,259,TP
85,37,pedestrian,0.7520126104354858,416,161,448,247,TP
85,38,pedestrian,0.4936647415161133,280,156,300,209,TP
86,2,car,0.784074604511261,1053,185,1152,221,TP
86,3,pedestrian,0.8063884377479553,456,160,501,281,TP
86,5,pedestrian,0.7930899858474731,498,167,540,275,TP
86,6,car,0.7336216568946838,1131,186,1197,223,FP
86,7,pedestrian,0.7603908743619919,625,156,677,281,TP
86,8,car,0.6615612506866455,960,184,1063,221,TP
86,17,pedestrian,0.6143974118992349,659,164,699,272,TP
86,18,pedestrian,0.805955708026886,543,170,583,268,TP
86,28,pedestrian,0.43419345783821583,917,152,973,317,FP
86,29,pedestrian,0.6368277471528476,1581,224,1685,414,FP
86,31,pedestrian,0.37723006555422883,344,164,375,256,FP
86,32,pedestrian,0.6892826557159424,194,154,211,197,TP
86,34,pedestrian,0.720220685005188,250,153,269,198,TP
86,35,pedestrian,0.3490891772424847,554,161,572,208,FP
86,36,pedestrian,0.7059990167617798,388,160,425,260,TP
86,37,pedestrian,0.6768418550491333,421,161,452,247,TP
86,38,pedestrian,0.5966182947158813,278,156,299,209,TP
86,40,pedestrian,0.7186300754547119,639,170,659,281,FP
87,2,car,0.7776244878768921,1053,185,1152,221,TP
87,3,pedestrian,0.8319396376609802,461,161,509,283,TP
87,5,pedestrian,0.7315099239349365,506,167,547,277,TP
87,6,car,0.7246165871620178,1131,186,1197,223,FP
87,7,pedestrian,0.7451830568747521,631,156,683,281,TP
87,8,car,0.671309232711792,960,184,1063,221,TP
87,17,pedestrian,0.6021094636612502,664,165,704,272,TP
87,18,pedestrian,0.8320401310920715,550,170,590,269,TP
87,28,pedestrian,0.4255095886814515,918,152,973,317,FP
87,29,pedestrian,0.6240911922097907,1606,227,1710,417,FP
87,31,pedestrian,0.36968546424314425,344,165,376,256,FP
87,32,pedestrian,0.6901137828826904,194,154,211,197,TP
87,34,pedestrian,0.7245595455169678,249,153,268,198,TP
87,35,pedestrian,0.34210739369763504,556,161,574,208,FP
87,36,pedestrian,0.6319390535354614,388,161,426,261,TP
87,37,pedestrian,0.6599168181419373,425,161,456,248,FP
87,38,pedestrian,0.5547320246696472,276,156,297,209,TP
87,40,pedestrian,0.7042574739456177,640,175,660,286,FP
88,2,car,0.7900015115737915,1053,185,1152,221,TP
88,3,pedestrian,0.8202403783798218,466,161,515,284,TP
88,5,pedestrian,0.77983158826828,514,166,554,277,TP
88,6,car,0.7457565069198608,1131,186,1197,223,FP
88,7,pedestrian,0.730279395737257,637,156,689,282,TP
88,8,car,0.6622251272201538,961,184,1063,221,TP
88,17,pedestrian,0.5900672743880252,670,165,710,272,TP
88,18,pedestrian,0.8678765892982483,556,171,597,271,TP
88,28,pedestrian,0.41699939690782245,918,152,973,317,FP
88,29,pedestrian,0.6116093683655949,1631,231,1736,421,FP
88,31,pedestrian,0.36229175495828136,345,165,376,256,FP
88,32,pedestrian,0.6867915987968445,194,154,211,197,TP
88,34,pedestrian,0.6533477902412415,249,153,268,198,TP
88,35,pedestrian,0.33526524582368233,559,161,577,208,FP
88,36,pedestrian,0.48998868465423584,389,160,427,260,TP
88,37,pedestrian,0.6907199621200562,429,162,460,249,FP
88,38,pedestrian,0.3403947055339813,274,155,295,205,TP
88,40,pedestrian,0.6901723244667053,641,181,661,292,FP
88,41,pedestrian,0.6607011556625366,460,159,490,254,FP
89,2,car,0.7879486083984375,1053,185,1152,221,TP
89,3,pedestrian,0.7900935411453247,473,160,521,285,TP
89,5,pedestrian,0.783504068851471,521,166,562,278,TP
89,6,car,0.7300103306770325,1131,186,1198,222,FP
89,7,pedestrian,0.7156738078225118,643,157,695,282,TP
89,8,car,0.6660870313644409,961,184,1063,221,TP
89,17,pedestrian,0.5782659289002647,675,165,715,272,TP
89,18,pedestrian,0.8103636503219604,563,171,604,272,TP
89,28,pedestrian,0.408659408969666,918,152,974,317,FP
89,29,pedestrian,0.599377180998283,1657,234,1761,424,FP
89,31,pedestrian,0.3550459198591157,345,165,376,257,FP
89,32,pedestrian,0.6974087357521057,194,153,211,197,TP
89,34,pedestrian,0.6423588395118713,249,153,267,198,TP
89,35,pedestrian,0.3285599409072087,561,161,579,208,FP
89,36,pedestrian,0.6902078986167908,396,161,434,262,TP
89,37,pedestrian,0.6145815253257751,432,162,463,250,TP
89,38,pedestrian,0.3335868114233017,273,155,293,205,TP
89,40,pedestrian,0.6763688779773712,642,186,662,297,FP
89,41,pedestrian,0.6658964157104492,464,158,493,255,FP
90,2,car,0.7871368527412415,1053,185,1152,221,TP
90,3,pedestrian,0.7012876868247986,482,160,528,285,TP
90,5,pedestrian,0.8167542815208435,528,166,572,279,TP
90,6,car,0.739123523235321,1131,186,1198,222,FP
90,7,pedestrian,0.7013603316660615,650,157,701,282,FP
90,8,car,0.6907991766929626,961,184,1063,221,TP
90,17,pedestrian,0.5667006103222594,681,165,721,273,TP
90,18,pedestrian,0.7943959832191467,571,170,610,272,TP
