frame,track_id,class,score,status,left,top,right,bottom,X_pred,Y_pred,Z_pred
27,4,pedestrian,0.6249811422852444,Confirmed,582,157,625,310,-0.000597248028498143,0.13302317261695862,0.7263223528862
27,5,car,0.7948343753814697,Confirmed,447,173,480,198,-1.0472570657730103,0.1303165704011917,5.267143249511719
27,6,pedestrian,0.5664944634542655,Confirmed,150,185,182,259,-0.7522768974304199,0.13478949666023254,1.2141507863998413
27,10,pedestrian,0.7599630600077659,Confirmed,1286,117,1356,268,,,
27,11,pedestrian,0.847145140171051,Confirmed,343,169,388,273,-0.47417548298835754,0.183828666806221,1.4052455425262451
27,16,pedestrian,0.7384560108184814,Confirmed,314,170,345,266,-0.5207372903823853,0.1621362715959549,1.3409028053283691
27,18,car,0.683878624334792,Confirmed,824,163,905,197,0.37142881751060486,0.023524142801761627,1.008447527885437
27,20,pedestrian,0.7911749482154846,Confirmed,867,150,925,306,0.4198262095451355,0.18047982454299927,1.0168513059616089
27,22,pedestrian,0.8558617234230042,New,908,144,973,310,0.45476967096328735,0.17504878342151642,0.9557871222496033
28,1,car,0.926932454109192,Confirmed,0,226,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
28,2,car,0.5201409865503362,Confirmed,924,166,1035,204,0.5142025351524353,0.03217839077115059,0.9684298038482666
28,4,pedestrian,0.618731330862392,Confirmed,583,157,625,310,-8.361883374163881e-05,0.13302317261695862,0.7263223528862
28,5,car,0.7954838871955872,Confirmed,447,173,480,198,-1.054845929145813,0.1312609165906906,5.30531120300293
28,6,pedestrian,0.5608295188197228,Confirmed,151,186,183,259,-0.7505597472190857,0.13478949666023254,1.2141507863998413
28,10,pedestrian,0.7523634294076883,Confirmed,1298,116,1368,267,,,
28,11,pedestrian,0.7736437320709229,Confirmed,353,170,396,275,-0.4545433223247528,0.18708547949790955,1.399871826171875
28,16,pedestrian,0.6996291279792786,Confirmed,324,171,353,266,-0.5000059604644775,0.16095709800720215,1.331150770187378
28,18,car,0.6770398380914441,Confirmed,820,163,902,197,0.2639217972755432,0.016942985355854034,0.7263223528862
28,20,pedestrian,0.7947409152984619,Confirmed,872,152,939,304,0.4334886968135834,0.17760348320007324,1.0168513059616089
28,22,pedestrian,0.8990724682807922,New,914,145,1003,310,0.4860822856426239,0.17759914696216583,0.969712495803833
29,1,car,0.9249603748321532,Confirmed,0,226,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
29,2,car,0.5149395766848329,Confirmed,919,166,1030,205,0.5225609540939331,0.03455359861254692,0.9974563121795654
29,4,pedestrian,0.6125440175537681,Confirmed,583,157,626,310,0.0004300103464629501,0.13302317261695862,0.7263223528862
29,5,car,0.7968830466270447,Confirmed,447,173,481,198,-1.058766484260559,0.13221901655197144,5.344036102294922
29,6,pedestrian,0.5552212236315255,Confirmed,152,186,184,260,-0.7476027011871338,0.13628071546554565,1.212140679359436
29,10,pedestrian,0.7448397951136114,Confirmed,1310,115,1381,266,,,
29,11,pedestrian,0.775118887424469,Confirmed,362,169,404,275,-0.43521785736083984,0.1860184222459793,1.3918876647949219
29,16,pedestrian,0.7358421087265015,Confirmed,333,172,365,268,-0.48023781180381775,0.1647224724292755,1.331150770187378
29,18,car,0.6702694397105297,Confirmed,817,163,898,197,0.2603263854980469,0.016942985355854034,0.7263223528862
29,20,pedestrian,0.8331813216209412,Confirmed,876,155,952,304,0.44447842240333557,0.17711150646209717,1.0140345096588135
29,22,pedestrian,0.8897531628608704,New,921,147,1017,310,0.5024795532226562,0.1783076673746109,0.9735810160636902
30,1,car,0.9269160628318788,Confirmed,0,226,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
30,2,car,0.5097901809179846,Confirmed,914,167,1026,205,0.5176230669021606,0.034648001194000244,1.0001815557479858
30,4,pedestrian,0.6064185773782304,Confirmed,583,157,626,310,0.0004300103464629501,0.13302317261695862,0.7263223528862
30,5,car,0.7986661195755005,Confirmed,447,173,480,199,-1.054845929145813,0.13876435160636902,5.30531120300293
30,6,pedestrian,0.5496690113952102,Confirmed,153,186,185,260,-0.7471252679824829,0.13650670647621155,1.2141507863998413
30,10,pedestrian,0.7373913971624753,Confirmed,1323,114,1393,266,,,
30,11,pedestrian,0.7960764169692993,Confirmed,372,169,413,274,-0.41730964183807373,0.18440040946006775,1.3945388793945312
30,16,pedestrian,0.6468724608421326,Confirmed,341,174,375,273,-0.4658345580101013,0.17509092390537262,1.3384513854980469
30,18,car,0.6635667453134243,Confirmed,813,163,895,197,0.25673097372055054,0.016942985355854034,0.7263223528862
30,20,pedestrian,0.8089163303375244,Confirmed,883,156,962,304,0.4566689133644104,0.17711150646209717,1.0140345096588135
30,22,pedestrian,0.8251704573631287,Confirmed,929,146,1025,309,0.5134952664375305,0.17693069577217102,0.9735810160636902
31,1,car,0.9266300797462464,Confirmed,0,226,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
31,2,car,0.5046922791088047,Confirmed,910,168,1021,206,0.5050478577613831,0.035624582320451736,0.988033652305603
31,4,pedestrian,0.600354391604448,Confirmed,583,157,626,310,0.0004300103464629501,0.13302317261695862,0.7263223528862
31,5,car,0.8034588694572449,Confirmed,447,172,480,198,-1.070358395576477,0.13319121301174164,5.383330345153809
31,6,pedestrian,0.544172321281258,Confirmed,154,186,186,260,-0.7478886246681213,0.1369609832763672,1.2181912660598755
31,10,pedestrian,0.7300174831908505,Confirmed,1335,113,1405,265,,,
31,11,pedestrian,0.830373227596283,Confirmed,382,169,426,274,-0.39689576625823975,0.1854601949453354,1.4025535583496094
31,16,pedestrian,0.5869792103767395,Confirmed,350,173,382,270,-0.44904860854148865,0.16879473626613617,1.3335754871368408
31,18,car,0.65693107786029,Confirmed,809,163,891,197,0.25262191891670227,0.016942985355854034,0.7263223528862
31,20,pedestrian,0.8054119348526001,Confirmed,897,154,969,302,0.4730381667613983,0.1747271716594696,1.0168513059616089
31,22,pedestrian,0.8728964924812317,Confirmed,941,145,1031,308,0.5244930386543274,0.1750880926847458,0.9709985852241516
32,1,car,0.9266389012336732,Confirmed,0,226,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
32,4,pedestrian,0.5943508476884035,Confirmed,584,157,626,310,0.0009436396067030728,0.13302317261695862,0.7263223528862
32,5,car,0.803023099899292,Confirmed,447,172,480,198,-1.0625455379486084,0.13221901655197144,5.344036102294922
32,6,pedestrian,0.5387305980684455,Confirmed,155,187,187,260,-0.7436908483505249,0.13650670647621155,1.2141507863998413
32,10,pedestrian,0.722717308358942,Confirmed,1348,112,1418,264,,,
32,11,pedestrian,0.8327522873878479,Confirmed,389,169,436,274,-0.37858402729034424,0.18475231528282166,1.3972002267837524
32,16,pedestrian,0.6464869379997253,Confirmed,359,171,390,266,-0.43222934007644653,0.16095709800720215,1.331150770187378
32,18,car,0.6503617670816871,Confirmed,806,163,887,197,0.24902655184268951,0.016942985355854034,0.7263223528862
32,20,pedestrian,0.7973578155040741,Confirmed,902,155,974,301,0.4802289605140686,0.1732890009880066,1.0168513059616089
32,22,pedestrian,0.8641675275564193,Confirmed,956,144,1045,308,0.5577203035354614,0.17937013506889343,0.9947458505630493
33,1,car,0.9276129603385924,Confirmed,0,227,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
33,4,pedestrian,0.5884073392115194,Confirmed,584,157,627,310,0.0014572687214240432,0.13302317261695862,0.7263223528862
33,5,car,0.8132871389389038,Confirmed,447,172,480,198,-1.07828688621521,0.1341778188943863,5.423206806182861
33,6,pedestrian,0.533343292087761,Confirmed,156,187,188,261,-0.7444428205490112,0.13868390023708344,1.2181912660598755
33,10,pedestrian,0.7154901352753525,Confirmed,1360,111,1430,263,,,
33,11,pedestrian,0.7791985273361206,Confirmed,396,169,443,274,-0.3640565574169159,0.18440040946006775,1.3945388793945312
33,16,pedestrian,0.6555942893028259,Confirmed,369,169,398,260,-0.4152851700782776,0.14966098964214325,1.331150770187378
33,18,car,0.6438581494108703,Confirmed,802,163,884,197,0.24543114006519318,0.016942985355854034,0.7263223528862
33,20,pedestrian,0.7893842373490334,Confirmed,906,155,980,300,0.4880977272987366,0.1720898598432541,1.0182656049728394
33,22,pedestrian,0.8671443462371826,Confirmed,977,143,1062,307,0.569743275642395,0.1734846830368042,0.969712495803833
34,1,car,0.9275987148284912,Confirmed,0,227,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
34,4,pedestrian,0.5825232658194043,Confirmed,584,157,627,310,0.0014572687214240432,0.13302317261695862,0.7263223528862
34,5,car,0.8192819356918335,Confirmed,446,173,480,198,-1.0585976839065552,0.1312609165906906,5.30531120300293
34,6,pedestrian,0.5280098591668834,Confirmed,157,187,189,261,-0.7402564883232117,0.13822391629219055,1.2141507863998413
34,10,pedestrian,0.708335233922599,Confirmed,1372,110,1442,262,,,
34,11,pedestrian,0.7047214508056641,Confirmed,404,171,448,274,-0.3499034345149994,0.18370060622692108,1.3892465829849243
34,16,pedestrian,0.6490383464097976,Confirmed,378,168,407,259,-0.3976180851459503,0.1475101113319397,1.3287348747253418
34,18,car,0.6374195679167616,Confirmed,799,163,880,197,0.24183574318885803,0.016942985355854034,0.7263223528862
34,20,pedestrian,0.7814903949755431,Confirmed,911,155,985,300,0.4987669587135315,0.17329496145248413,1.0253962278366089
34,22,pedestrian,0.8912301063537598,Confirmed,990,143,1078,308,0.5896299481391907,0.17485618591308594,0.969712495803833
35,1,car,0.9273927807807922,Confirmed,0,227,287,364,-0.4731360971927643,0.18849514424800873,0.7263223528862
35,4,pedestrian,0.5766980331612103,Confirmed,585,157,627,310,0.0019708978943526745,0.13302317261695862,0.7263223528862
35,5,car,0.8226966857910156,Confirmed,447,173,481,198,-1.0360784530639648,0.12938573956489563,5.229520797729492
35,6,pedestrian,0.5227297605752145,Confirmed,158,187,190,261,-0.7422319054603577,0.1389150321483612,1.2202215194702148
35,10,pedestrian,0.701251881583373,Confirmed,1385,109,1455,261,,,
35,11,pedestrian,0.7868980169296265,Confirmed,413,169,455,274,-0.3348199427127838,0.1840498298406601,1.3918876647949219
35,16,pedestrian,0.6425479629456996,Confirmed,387,167,415,257,-0.38443508744239807,0.1448027640581131,1.3384513854980469
35,18,car,0.6310453722375939,Confirmed,795,163,877,197,0.2382403314113617,0.016942985355854034,0.7263223528862
35,20,pedestrian,0.7736754910257876,Confirmed,916,155,990,300,0.617601752281189,0.21150873601436615,1.2515093088150024
35,22,pedestrian,0.8612998723983765,Confirmed,1000,143,1090,308,0.6015294194221497,0.173934668302536,0.964601993560791
35,26,pedestrian,0.7317072749137878,New,960,155,1019,300,0.5519943833351135,0.17113777995109558,1.0126320123672485
36,1,car,0.9264498949050904,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
36,4,pedestrian,0.5709310528295981,Confirmed,585,158,627,310,0.0019708978943526745,0.13302317261695862,0.7263223528862
36,5,car,0.8092317581176758,Confirmed,447,172,481,197,-1.0510942935943604,0.12375745922327042,5.30531120300293
36,6,pedestrian,0.5175024629694623,Confirmed,159,188,191,261,-0.7423619627952576,0.13926318287849426,1.2232797145843506
36,10,pedestrian,0.6942393627675393,Confirmed,1397,108,1467,260,,,
36,11,pedestrian,0.7905491590499878,Confirmed,423,172,465,273,-0.31633687019348145,0.18277621269226074,1.3972002267837524
36,16,pedestrian,0.547368049621582,Confirmed,398,167,426,251,-0.3656172454357147,0.13418062031269073,1.3458325862884521
36,18,car,0.624734918515218,Confirmed,792,163,873,197,0.23464491963386536,0.016942985355854034,0.7263223528862
36,20,pedestrian,0.7659387361155297,Confirmed,921,155,995,300,0.6940802931785583,0.2343420535326004,1.3866153955459595
36,22,pedestrian,0.8570238947868347,Confirmed,1010,141,1097,306,0.6083168387413025,0.16986334323883057,0.9570364952087402
36,26,pedestrian,0.7850788831710815,New,984,150,1032,288,0.5768941640853882,0.15352673828601837,1.009838581085205
37,1,car,0.9284252524375916,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
37,4,pedestrian,0.5652217423013021,Confirmed,585,158,628,310,0.0024845274165272713,0.13302317261695862,0.7263223528862
37,5,car,0.6926031112670898,Confirmed,450,172,481,197,-1.032358169555664,0.12286709994077682,5.267143249511719
37,6,pedestrian,0.5123274383397677,Confirmed,160,188,192,262,-0.7400137186050415,0.14087563753128052,1.2222586870193481
37,10,pedestrian,0.6872969691398639,Confirmed,1409,107,1479,259,,,
37,11,pedestrian,0.8249367475509644,Confirmed,431,173,475,273,-0.2968524694442749,0.18173575401306152,1.3892465829849243
37,16,pedestrian,0.7351987957954407,Confirmed,408,167,435,248,-0.3475344479084015,0.1284702718257904,1.3458325862884521
37,18,car,0.6184875693300658,Confirmed,788,163,870,197,0.2310495227575302,0.016942985355854034,0.7263223528862
37,20,pedestrian,0.7582793487543743,Confirmed,926,154,1000,300,0.8827832937240601,0.2939016819000244,1.7390331029891968
37,22,pedestrian,0.7499690055847168,Confirmed,1029,137,1106,304,0.6231935620307922,0.16607078909873962,0.9508219957351685
37,26,pedestrian,0.7919779419898987,New,1000,150,1049,293,0.599632978439331,0.1604466438293457,1.008447527885437
37,27,pedestrian,0.5034421682357788,New,881,153,895,194,1.7710304260253906,0.08416926860809326,4.410439491271973
38,1,car,0.9282094836235046,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
38,4,pedestrian,0.559569524878289,Confirmed,585,158,628,310,0.0024845274165272713,0.13302317261695862,0.7263223528862
38,5,car,0.685677080154419,Confirmed,451,172,482,197,-1.0249086618423462,0.12286709994077682,5.267143249511719
38,6,pedestrian,0.50720416395637,Confirmed,161,188,193,262,-0.7395195960998535,0.14111119508743286,1.2243025302886963
38,10,pedestrian,0.6804239994484653,Confirmed,1422,106,1492,258,,,
38,11,pedestrian,0.7346343994140625,Confirmed,440,170,483,272,-0.27962061762809753,0.17943042516708374,1.3866153955459595
38,16,pedestrian,0.7278468078374862,Confirmed,417,166,444,246,-0.3304034173488617,0.12466336786746979,1.3458325862884521
38,18,car,0.6123026936367651,Confirmed,785,163,866,198,0.22745411098003387,0.017970243468880653,0.7263223528862
38,20,pedestrian,0.7506965552668305,Confirmed,931,154,1005,300,0.9468069672584534,0.3108859360218048,1.8395299911499023
38,22,pedestrian,0.8214257955551147,Confirmed,1045,135,1122,303,0.6413781642913818,0.16387471556663513,0.9459081888198853
38,26,pedestrian,0.8464627265930176,Confirmed,1011,151,1061,295,0.6151878237724304,0.1630745828151703,1.0070604085922241
38,29,pedestrian,0.5342361927032471,New,880,152,895,194,1.767911434173584,0.08416926860809326,4.410439491271973
39,1,car,0.9268092513084412,Confirmed,0,227,287,363,-0.4817385971546173,0.19087637960910797,0.739528238773346
39,4,pedestrian,0.5539738296295061,Confirmed,586,158,628,310,0.0029981564730405807,0.13302317261695862,0.7263223528862
39,5,car,0.6788203093528747,Confirmed,451,172,482,197,-1.0711451768875122,0.1284099817276001,5.504758834838867
39,6,pedestrian,0.5021321223168064,Confirmed,162,188,194,262,-0.7377880215644836,0.14111119508743286,1.2243025302886963
39,10,pedestrian,0.6736197594539807,Confirmed,1434,105,1504,257,,,
39,11,pedestrian,0.689891517162323,Confirmed,447,170,489,272,-0.2668732702732086,0.17943042516708374,1.3866153955459595
39,16,pedestrian,0.7205683397591114,Confirmed,426,165,453,244,-0.3138493001461029,0.12107904255390167,1.3483110666275024
39,18,car,0.6061796667003975,Confirmed,781,163,863,198,0.22385869920253754,0.017970243468880653,0.7263223528862
39,20,pedestrian,0.7431895897141623,Confirmed,936,154,1010,299,1.036652684211731,0.3329637050628662,1.9867922067642212
39,22,pedestrian,0.8882779479026794,Confirmed,1061,135,1146,303,0.6655550003051758,0.16324199736118317,0.9422560334205627
39,26,pedestrian,0.6505791544914246,Confirmed,1017,151,1070,296,0.6284635663032532,0.1651805341243744,1.0112333297729492
39,30,pedestrian,0.7909702658653259,New,410,167,470,278,-0.3134731352329254,0.18625850975513458,1.3507987260818481
40,1,car,0.925269603729248,Confirmed,0,227,287,363,-0.4802831709384918,0.19029971957206726,0.7372940182685852
40,4,pedestrian,0.5484340913332111,Confirmed,586,158,628,310,0.0029981564730405807,0.13302317261695862,0.7263223528862
40,5,car,0.672032106259346,Confirmed,452,172,482,197,-2.289428472518921,0.2754601240158081,11.808595657348633
40,10,pedestrian,0.6668835618594409,Confirmed,1446,104,1517,256,,,
40,11,pedestrian,0.7887898683547974,Confirmed,457,169,497,271,-0.2496960163116455,0.1778060495853424,1.3892465829849243
40,16,pedestrian,0.7133626563615203,Confirmed,435,164,462,242,-0.2961413264274597,0.11704956740140915,1.3458325862884521
40,18,car,0.6001178700333935,Confirmed,777,163,859,198,0.21974967420101166,0.017970243468880653,0.7263223528862
40,20,pedestrian,0.7357576938170206,Confirmed,941,154,1015,299,0.9352268576622009,0.29636988043785095,1.7684370279312134
40,22,pedestrian,0.8973219394683838,Confirmed,1069,135,1162,303,0.6841886043548584,0.16387471556663513,0.9459081888198853
40,26,pedestrian,0.7799651622772217,Confirmed,1027,149,1090,296,0.6481264233589172,0.16472546756267548,1.008447527885437
40,30,pedestrian,0.5077542066574097,New,418,168,469,276,-0.30565857887268066,0.18176685273647308,1.3458325862884521
41,1,car,0.9266350269317628,Confirmed,0,227,287,363,-0.48467597365379333,0.19204026460647583,0.7440375089645386
41,4,pedestrian,0.5429497504198789,Confirmed,586,158,629,310,0.003511785762384534,0.13302317261695862,0.7263223528862
41,5,car,0.6653117851967525,Confirmed,452,172,483,197,-1.9373539686203003,0.23395246267318726,10.029218673706055
41,10,pedestrian,0.6602147262408464,Confirmed,1459,103,1529,255,,,
41,11,pedestrian,0.8069811463356018,Confirmed,468,169,509,270,-0.2271002233028412,0.17584119737148285,1.3892465829849243
41,16,pedestrian,0.7062290297979051,Confirmed,444,162,471,241,-0.28003981709480286,0.11557101458311081,1.3507987260818481
41,18,car,0.5941166913330596,Confirmed,774,163,855,198,0.21615426242351532,0.017970243468880653,0.7263223528862
41,20,pedestrian,0.7284001168788504,Confirmed,946,154,1020,299,0.8520331978797913,0.26644328236579895,1.5898652076721191
41,22,pedestrian,0.862518310546875,Confirmed,1075,132,1173,302,0.6919839382171631,0.1617012321949005,0.9410449266433716
41,26,pedestrian,0.8107645511627197,Confirmed,1038,146,1100,291,0.661280632019043,0.157161146402359,1.0056771039962769
42,1,car,0.9277289509773254,Confirmed,0,227,287,363,-0.48467597365379333,0.19204026460647583,0.7440375089645386
42,4,pedestrian,0.5375202529156802,Confirmed,586,158,629,310,0.003511785762384534,0.13302317261695862,0.7263223528862
42,5,car,0.658658667344785,Confirmed,452,172,483,197,-1.7902131080627441,0.21618390083312988,9.267505645751953
42,10,pedestrian,0.6536125789784379,Confirmed,1471,102,1541,254,,,
42,11,pedestrian,0.7482683658599854,Confirmed,476,169,519,272,-0.20981469750404358,0.18011265993118286,1.3918876647949219
42,16,pedestrian,0.6945177912712097,Confirmed,455,169,482,244,-0.2580723464488983,0.12085647135972977,1.3458325862884521
42,18,car,0.588175524419729,Confirmed,770,163,852,198,0.21255886554718018,0.017970243468880653,0.7263223528862
42,20,pedestrian,0.721116115710062,Confirmed,951,154,1025,299,0.8014892935752869,0.24737323820590973,1.476074457168579
42,22,pedestrian,0.8576949238777161,Confirmed,1085,130,1180,300,0.7051095962524414,0.1594492346048355,0.943470299243927
42,26,pedestrian,0.7925547361373901,Confirmed,1054,144,1113,290,0.6791062951087952,0.15509964525699615,1.0015498399734497
42,31,car,0.5848103761672974,New,447,172,467,199,-1.927839756011963,0.24239850044250488,9.267505645751953
43,1,car,0.9263855218887328,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
43,4,pedestrian,0.5321450503865234,Confirmed,587,158,629,310,0.004025415051728487,0.13302317261695862,0.7263223528862
43,5,car,0.693339467048645,Confirmed,448,173,477,198,-2.8193118572235107,0.3483462333679199,14.079479217529297
43,10,pedestrian,0.6470764531886536,Confirmed,1484,101,1554,253,,,
43,11,pedestrian,0.7832669615745544,Confirmed,485,169,527,271,-0.1927153319120407,0.1778060495853424,1.3892465829849243
43,16,pedestrian,0.6875726133584976,Confirmed,465,169,492,243,-0.24305905401706696,0.12095411121845245,1.3684728145599365
43,18,car,0.5822937691755317,Confirmed,767,163,848,198,0.20896345376968384,0.017970243468880653,0.7263223528862
43,20,pedestrian,0.7139049545529613,Confirmed,956,153,1030,299,0.7348833084106445,0.22389988601207733,1.3360090255737305
43,22,pedestrian,0.7039794921875,Confirmed,1105,127,1190,299,0.7140827178955078,0.15570701658725739,0.9291027188301086
43,26,pedestrian,0.8484155535697937,Confirmed,1070,143,1128,290,0.7078405618667603,0.156599223613739,1.0112333297729492
44,1,car,0.9270498752593994,Confirmed,0,227,287,363,-0.4812524616718292,0.1906837671995163,0.7387819886207581
44,4,pedestrian,0.5268235998826581,Confirmed,587,158,630,310,0.0045390441082417965,0.13302317261695862,0.7263223528862
44,5,car,0.8357248306274414,Confirmed,448,173,478,198,-1.0287779569625854,0.12756341695785522,5.155865669250488
44,10,pedestrian,0.640605688656767,Confirmed,1496,100,1566,252,,,
44,11,pedestrian,0.7022385001182556,Confirmed,493,169,533,272,-0.17930160462856293,0.18011265993118286,1.3918876647949219
44,16,pedestrian,0.6806968872249126,Confirmed,474,168,501,242,-0.22396528720855713,0.11813538521528244,1.3583171367645264
44,18,car,0.5764708314837763,Confirmed,763,163,845,198,0.2053680419921875,0.017970243468880653,0.7263223528862
44,20,pedestrian,0.7067659050074317,Confirmed,961,153,1034,299,0.6722371578216553,0.20247051119804382,1.2081401348114014
44,22,pedestrian,0.782379686832428,Confirmed,1125,126,1206,300,0.7321608662605286,0.15583451092243195,0.9220817685127258
44,26,pedestrian,0.8529428839683533,Confirmed,1080,143,1141,291,0.7242880463600159,0.1580294519662857,1.0112333297729492
44,30,pedestrian,0.7455207109451294,New,455,162,507,274,-0.23777593672275543,0.1806160807609558,1.3659197092056274
45,1,car,0.9263716340065002,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
45,4,pedestrian,0.5215553638838316,Confirmed,587,158,630,310,0.0045390441082417965,0.13302317261695862,0.7263223528862
45,5,car,0.8132963180541992,Confirmed,448,172,479,198,-1.0945018529891968,0.13619552552700043,5.504758834838867
45,10,pedestrian,0.6341996317701993,Confirmed,1508,99,1578,251,,,
45,11,pedestrian,0.781726598739624,Confirmed,501,168,539,272,-0.165521502494812,0.18011265993118286,1.3918876647949219
45,16,pedestrian,0.5719647407531738,Confirmed,484,169,509,242,-0.20822057127952576,0.11901863664388657,1.3684728145599365
45,18,car,0.5707061231689385,Confirmed,760,163,841,198,0.20177264511585236,0.017970243468880653,0.7263223528862
45,20,pedestrian,0.6996982459573574,Confirmed,966,153,1039,299,0.6785413026809692,0.2018044888973236,1.204166054725647
45,22,pedestrian,0.8810351490974426,Confirmed,1139,126,1221,300,0.7473059296607971,0.15505339205265045,0.9174598455429077
45,26,pedestrian,0.8343454599380493,Confirmed,1087,142,1149,291,0.7370506525039673,0.15846718847751617,1.0140345096588135
46,1,car,0.9271187782287598,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
46,4,pedestrian,0.5163398102449933,Confirmed,587,158,630,310,0.0045390441082417965,0.13302317261695862,0.7263223528862
46,5,car,0.8081982731819153,Confirmed,448,172,479,198,-1.07828688621521,0.1341778188943863,5.423206806182861
46,10,pedestrian,0.6278576354524973,Confirmed,1521,98,1591,250,,,
46,11,pedestrian,0.8158783912658691,Confirmed,511,168,550,271,-0.14457647502422333,0.1778060495853424,1.3892465829849243
46,16,pedestrian,0.6911314129829407,Confirmed,492,170,518,242,-0.19034592807292938,0.11813538521528244,1.3583171367645264
46,18,car,0.5649990619372491,Confirmed,756,163,838,198,0.1981772631406784,0.017970243468880653,0.7263223528862
46,20,pedestrian,0.6927012634977838,Confirmed,971,153,1044,298,0.6870567202568054,0.20010142028331757,1.204166054725647
46,22,pedestrian,0.8726299405097961,Confirmed,1146,127,1228,301,0.7544980645179749,0.1559600979089737,0.9151661396026611
46,26,pedestrian,0.8509136438369751,Confirmed,1099,140,1159,289,0.7517854571342468,0.1553836315870285,1.0126320123672485
47,1,car,0.9263290762901306,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
47,4,pedestrian,0.5111764121425434,Confirmed,588,158,630,310,0.005052673164755106,0.13302317261695862,0.7263223528862
47,5,car,0.8031448721885681,Confirmed,448,172,480,198,-1.0665514469146729,0.13319121301174164,5.383330345153809
47,10,pedestrian,0.6215790590979723,Confirmed,1533,97,1603,249,,,
47,11,pedestrian,0.7517882585525513,Confirmed,521,169,560,272,-0.12469137459993362,0.17943042516708374,1.3866153955459595
47,16,pedestrian,0.6842200988531113,Confirmed,501,169,527,242,-0.1733776330947876,0.11835496127605438,1.3608418703079224
47,18,car,0.5593490713178766,Confirmed,752,163,834,198,0.19406822323799133,0.017970243468880653,0.7263223528862
47,20,pedestrian,0.685774250862806,Confirmed,976,153,1049,298,0.6955721974372864,0.20010142028331757,1.204166054725647
47,22,pedestrian,0.8216686844825745,Confirmed,1154,126,1232,301,0.7651334404945374,0.15654714405536652,0.9186109304428101
47,26,pedestrian,0.8330113291740417,Confirmed,1115,137,1173,286,0.7690137624740601,0.15025575459003448,1.0070604085922241
48,1,car,0.9261915683746338,Confirmed,0,227,287,363,-0.48566314578056335,0.19243137538433075,0.7455528974533081
48,4,pedestrian,0.506064648021118,Confirmed,588,158,631,311,0.005566302686929703,0.1340504288673401,0.7263223528862
48,5,car,0.8054061532020569,Confirmed,447,173,480,198,-1.086333990097046,0.13517914712429047,5.46367883682251
48,10,pedestrian,0.6153632685069925,Confirmed,1545,96,1615,248,,,
48,11,pedestrian,0.7408422827720642,Confirmed,529,169,567,272,-0.10977499186992645,0.17909123003482819,1.383994221687317
48,16,pedestrian,0.6773778978645801,Confirmed,511,169,536,242,-0.15538200736045837,0.11857536435127258,1.3633760213851929
48,18,car,0.5537555806046979,Confirmed,749,163,831,198,0.19098643958568573,0.017970243468880653,0.7263223528862
48,20,pedestrian,0.6789165083541779,Confirmed,981,153,1054,298,0.7040876150131226,0.20010142028331757,1.204166054725647
48,22,pedestrian,0.8134519976377487,Confirmed,1166,125,1243,301,0.7940220832824707,0.15934622287750244,0.9350357055664062
48,26,pedestrian,0.8363004922866821,Confirmed,1130,136,1189,286,0.7943686246871948,0.15087836980819702,1.0112333297729492
48,30,pedestrian,0.8243630528450012,Confirmed,496,168,550,277,-0.1563461422920227,0.18606452643871307,1.3633760213851929
49,1,car,0.9279016852378844,Confirmed,0,227,287,363,-0.4731360971927643,0.18746787309646606,0.7263223528862
49,4,pedestrian,0.5010040015409067,Confirmed,588,158,631,311,0.00561083247885108,0.13512283563613892,0.7321329116821289
49,5,car,0.798513650894165,Confirmed,447,172,480,198,-1.07828688621521,0.1341778188943863,5.423206806182861
49,10,pedestrian,0.6092096358219226,Confirmed,1558,95,1628,247,,,
49,11,pedestrian,0.7262204885482788,Confirmed,537,168,572,272,-0.09705175459384918,0.17909123003482819,1.383994221687317
49,16,pedestrian,0.6706041188859343,Confirmed,520,169,545,241,-0.13802765309810638,0.11664709448814392,1.3633760213851929
49,18,car,0.5482180247986509,Confirmed,745,163,827,198,0.18687741458415985,0.017970243468880653,0.7263223528862
49,20,pedestrian,0.6721273432706362,Confirmed,986,153,1059,298,0.7126030325889587,0.20010142028331757,1.204166054725647
49,22,pedestrian,0.8053174776613712,Confirmed,1177,124,1254,301,0.856711208820343,0.1688336730003357,0.9907076358795166
49,26,pedestrian,0.8888304829597473,Confirmed,1141,136,1209,286,0.8131675124168396,0.15025575459003448,1.0070604085922241
49,30,pedestrian,0.5185362696647644,Confirmed,506,170,558,277,-0.13873344659805298,0.18571867048740387,1.3608418703079224
